order	case	block	snapshot	root	frame	fixture	seed	arm	capMs
631	op-t3-apprentice-light-jungle-t3-developed-s101033	C	t3-developed	apprentice	light	node-t3-jungle-01	101033	primary	1200000
632	op-t1-spirit-swamp-t1-developed-s101033	A	t1-developed	spirit	balanced	node-t1-swamp-03	101033	primary	1200000
633	op-t3-apprentice-light-desert-t3-developed-s101033	C	t3-developed	apprentice	light	node-t3-desert-01	101033	primary	1200000
634	op-t1-spirit-mountain-t1-developed-s101033-flash	A-W	t1-developed	spirit	balanced	node-t1-mountain-04	101033	flash-rapier	1200000
635	op-t1-spirit-mountain-t1-developed-s101033	A	t1-developed	spirit	balanced	node-t1-mountain-04	101033	primary	1200000
636	op-t3-apprentice-light-volcanic-t3-developed-s101033	C	t3-developed	apprentice	light	node-t3-volcanic-01	101033	primary	1200000
637	op-t1-spirit-cave-t1-developed-s101033	A	t1-developed	spirit	balanced	node-t1-cave-02	101033	primary	1200000
638	op-t3-apprentice-light-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	apprentice	light	node-t3-tundra-01	101033	primary	1200000
639	op-t1-spirit-plains-t1-complete-s101033	A	t1-complete	spirit	balanced	node-t1-plains-03	101033	primary	1200000
640	op-t3-apprentice-balanced-swamp-t3-developed-s101033	C	t3-developed	apprentice	balanced	node-t3-swamp-03	101033	primary	1200000
641	op-t1-spirit-forest-t1-complete-s101033	A	t1-complete	spirit	balanced	node-t1-forest-03	101033	primary	1200000
642	op-t3-apprentice-balanced-mountain-t3-developed-s101033	C	t3-developed	apprentice	balanced	node-t3-mountain-04	101033	primary	1200000
643	op-t1-spirit-swamp-t1-complete-s101033	A	t1-complete	spirit	balanced	node-t1-swamp-03	101033	primary	1200000
644	op-t3-apprentice-balanced-cave-t3-developed-s101033	C	t3-developed	apprentice	balanced	node-t3-cave-02	101033	primary	1200000
645	op-t1-spirit-mountain-t1-complete-s101033	A	t1-complete	spirit	balanced	node-t1-mountain-04	101033	primary	1200000
646	op-t3-apprentice-balanced-jungle-t3-developed-s101033	C	t3-developed	apprentice	balanced	node-t3-jungle-01	101033	primary	1200000
647	op-t1-spirit-cave-t1-complete-s101033	A	t1-complete	spirit	balanced	node-t1-cave-02	101033	primary	1200000
648	op-t3-apprentice-balanced-desert-t3-developed-s101033	C	t3-developed	apprentice	balanced	node-t3-desert-01	101033	primary	1200000
649	op-t3-apprentice-balanced-volcanic-t3-developed-s101033	C	t3-developed	apprentice	balanced	node-t3-volcanic-01	101033	primary	1200000
650	op-t3-apprentice-balanced-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	apprentice	balanced	node-t3-tundra-01	101033	primary	1200000
651	op-t3-apprentice-heavy-swamp-t3-developed-s101033	C	t3-developed	apprentice	heavy	node-t3-swamp-03	101033	primary	1200000
652	op-t3-apprentice-heavy-mountain-t3-developed-s101033	C	t3-developed	apprentice	heavy	node-t3-mountain-04	101033	primary	1200000
653	op-t3-apprentice-heavy-cave-t3-developed-s101033	C	t3-developed	apprentice	heavy	node-t3-cave-02	101033	primary	1200000
654	op-t3-apprentice-heavy-jungle-t3-developed-s101033	C	t3-developed	apprentice	heavy	node-t3-jungle-01	101033	primary	1200000
655	op-t3-apprentice-heavy-desert-t3-developed-s101033	C	t3-developed	apprentice	heavy	node-t3-desert-01	101033	primary	1200000
656	op-t3-apprentice-heavy-volcanic-t3-developed-s101033	C	t3-developed	apprentice	heavy	node-t3-volcanic-01	101033	primary	1200000
657	op-t3-apprentice-heavy-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	apprentice	heavy	node-t3-tundra-01	101033	primary	1200000
658	op-t3-slinger-light-swamp-t3-developed-s101033	C	t3-developed	slinger	light	node-t3-swamp-03	101033	primary	1200000
659	op-t3-slinger-light-mountain-t3-developed-s101033	C	t3-developed	slinger	light	node-t3-mountain-04	101033	primary	1200000
660	op-t3-slinger-light-cave-t3-developed-s101033	C	t3-developed	slinger	light	node-t3-cave-02	101033	primary	1200000
661	op-t3-slinger-light-jungle-t3-developed-s101033	C	t3-developed	slinger	light	node-t3-jungle-01	101033	primary	1200000
662	op-t3-slinger-light-desert-t3-developed-s101033	C	t3-developed	slinger	light	node-t3-desert-01	101033	primary	1200000
663	op-t3-slinger-light-volcanic-t3-developed-s101033	C	t3-developed	slinger	light	node-t3-volcanic-01	101033	primary	1200000
664	op-t3-slinger-light-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	slinger	light	node-t3-tundra-01	101033	primary	1200000
665	op-t3-slinger-balanced-swamp-t3-developed-s101033	C	t3-developed	slinger	balanced	node-t3-swamp-03	101033	primary	1200000
666	op-t3-slinger-balanced-mountain-t3-developed-s101033	C	t3-developed	slinger	balanced	node-t3-mountain-04	101033	primary	1200000
667	op-t3-slinger-balanced-cave-t3-developed-s101033	C	t3-developed	slinger	balanced	node-t3-cave-02	101033	primary	1200000
668	op-t3-slinger-balanced-jungle-t3-developed-s101033	C	t3-developed	slinger	balanced	node-t3-jungle-01	101033	primary	1200000
669	op-t3-slinger-balanced-desert-t3-developed-s101033	C	t3-developed	slinger	balanced	node-t3-desert-01	101033	primary	1200000
670	op-t3-slinger-balanced-volcanic-t3-developed-s101033	C	t3-developed	slinger	balanced	node-t3-volcanic-01	101033	primary	1200000
671	op-t3-slinger-balanced-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	slinger	balanced	node-t3-tundra-01	101033	primary	1200000
672	op-t3-slinger-heavy-swamp-t3-developed-s101033	C	t3-developed	slinger	heavy	node-t3-swamp-03	101033	primary	1200000
673	op-t3-slinger-heavy-mountain-t3-developed-s101033	C	t3-developed	slinger	heavy	node-t3-mountain-04	101033	primary	1200000
674	op-t3-slinger-heavy-cave-t3-developed-s101033	C	t3-developed	slinger	heavy	node-t3-cave-02	101033	primary	1200000
675	op-t3-slinger-heavy-jungle-t3-developed-s101033	C	t3-developed	slinger	heavy	node-t3-jungle-01	101033	primary	1200000
676	op-t3-slinger-heavy-desert-t3-developed-s101033	C	t3-developed	slinger	heavy	node-t3-desert-01	101033	primary	1200000
677	op-t3-slinger-heavy-volcanic-t3-developed-s101033	C	t3-developed	slinger	heavy	node-t3-volcanic-01	101033	primary	1200000
678	op-t3-slinger-heavy-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	slinger	heavy	node-t3-tundra-01	101033	primary	1200000
679	op-t3-conduit-light-swamp-t3-developed-s101033	C	t3-developed	conduit	light	node-t3-swamp-03	101033	primary	1200000
680	op-t3-conduit-light-mountain-t3-developed-s101033	C	t3-developed	conduit	light	node-t3-mountain-04	101033	primary	1200000
681	op-t3-conduit-light-cave-t3-developed-s101033	C	t3-developed	conduit	light	node-t3-cave-02	101033	primary	1200000
682	op-t3-conduit-light-jungle-t3-developed-s101033	C	t3-developed	conduit	light	node-t3-jungle-01	101033	primary	1200000
683	op-t3-conduit-light-desert-t3-developed-s101033	C	t3-developed	conduit	light	node-t3-desert-01	101033	primary	1200000
684	op-t3-conduit-light-volcanic-t3-developed-s101033	C	t3-developed	conduit	light	node-t3-volcanic-01	101033	primary	1200000
685	op-t3-conduit-light-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	conduit	light	node-t3-tundra-01	101033	primary	1200000
686	op-t3-conduit-balanced-swamp-t3-developed-s101033	C	t3-developed	conduit	balanced	node-t3-swamp-03	101033	primary	1200000
687	op-t3-conduit-balanced-mountain-t3-developed-s101033	C	t3-developed	conduit	balanced	node-t3-mountain-04	101033	primary	1200000
688	op-t3-conduit-balanced-cave-t3-developed-s101033	C	t3-developed	conduit	balanced	node-t3-cave-02	101033	primary	1200000
689	op-t3-conduit-balanced-jungle-t3-developed-s101033	C	t3-developed	conduit	balanced	node-t3-jungle-01	101033	primary	1200000
690	op-t3-conduit-balanced-desert-t3-developed-s101033	C	t3-developed	conduit	balanced	node-t3-desert-01	101033	primary	1200000
691	op-t3-conduit-balanced-volcanic-t3-developed-s101033	C	t3-developed	conduit	balanced	node-t3-volcanic-01	101033	primary	1200000
692	op-t3-conduit-balanced-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	conduit	balanced	node-t3-tundra-01	101033	primary	1200000
693	op-t3-conduit-heavy-swamp-t3-developed-s101033	C	t3-developed	conduit	heavy	node-t3-swamp-03	101033	primary	1200000
694	op-t3-conduit-heavy-mountain-t3-developed-s101033	C	t3-developed	conduit	heavy	node-t3-mountain-04	101033	primary	1200000
695	op-t3-conduit-heavy-cave-t3-developed-s101033	C	t3-developed	conduit	heavy	node-t3-cave-02	101033	primary	1200000
696	op-t3-conduit-heavy-jungle-t3-developed-s101033	C	t3-developed	conduit	heavy	node-t3-jungle-01	101033	primary	1200000
697	op-t3-conduit-heavy-desert-t3-developed-s101033	C	t3-developed	conduit	heavy	node-t3-desert-01	101033	primary	1200000
698	op-t3-conduit-heavy-volcanic-t3-developed-s101033	C	t3-developed	conduit	heavy	node-t3-volcanic-01	101033	primary	1200000
699	op-t3-conduit-heavy-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	conduit	heavy	node-t3-tundra-01	101033	primary	1200000
700	op-t3-spirit-light-swamp-t3-developed-s101033	C	t3-developed	spirit	light	node-t3-swamp-03	101033	primary	1200000
701	op-t3-spirit-light-mountain-t3-developed-s101033	C	t3-developed	spirit	light	node-t3-mountain-04	101033	primary	1200000
702	op-t3-spirit-light-cave-t3-developed-s101033	C	t3-developed	spirit	light	node-t3-cave-02	101033	primary	1200000
703	op-t3-spirit-light-jungle-t3-developed-s101033	C	t3-developed	spirit	light	node-t3-jungle-01	101033	primary	1200000
704	op-t3-spirit-light-desert-t3-developed-s101033	C	t3-developed	spirit	light	node-t3-desert-01	101033	primary	1200000
705	op-t3-spirit-light-volcanic-t3-developed-s101033	C	t3-developed	spirit	light	node-t3-volcanic-01	101033	primary	1200000
706	op-t3-spirit-light-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	spirit	light	node-t3-tundra-01	101033	primary	1200000
707	op-t3-spirit-balanced-swamp-t3-developed-s101033	C	t3-developed	spirit	balanced	node-t3-swamp-03	101033	primary	1200000
708	op-t3-spirit-balanced-mountain-t3-developed-s101033	C	t3-developed	spirit	balanced	node-t3-mountain-04	101033	primary	1200000
709	op-t3-spirit-balanced-cave-t3-developed-s101033	C	t3-developed	spirit	balanced	node-t3-cave-02	101033	primary	1200000
710	op-t3-spirit-balanced-jungle-t3-developed-s101033	C	t3-developed	spirit	balanced	node-t3-jungle-01	101033	primary	1200000
711	op-t3-spirit-balanced-desert-t3-developed-s101033	C	t3-developed	spirit	balanced	node-t3-desert-01	101033	primary	1200000
712	op-t3-spirit-balanced-volcanic-t3-developed-s101033	C	t3-developed	spirit	balanced	node-t3-volcanic-01	101033	primary	1200000
713	op-t3-spirit-balanced-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	spirit	balanced	node-t3-tundra-01	101033	primary	1200000
714	op-t3-spirit-heavy-swamp-t3-developed-s101033	C	t3-developed	spirit	heavy	node-t3-swamp-03	101033	primary	1200000
715	op-t3-spirit-heavy-mountain-t3-developed-s101033	C	t3-developed	spirit	heavy	node-t3-mountain-04	101033	primary	1200000
716	op-t3-spirit-heavy-cave-t3-developed-s101033	C	t3-developed	spirit	heavy	node-t3-cave-02	101033	primary	1200000
717	op-t3-spirit-heavy-jungle-t3-developed-s101033	C	t3-developed	spirit	heavy	node-t3-jungle-01	101033	primary	1200000
718	op-t3-spirit-heavy-desert-t3-developed-s101033	C	t3-developed	spirit	heavy	node-t3-desert-01	101033	primary	1200000
719	op-t3-spirit-heavy-volcanic-t3-developed-s101033	C	t3-developed	spirit	heavy	node-t3-volcanic-01	101033	primary	1200000
720	op-t3-spirit-heavy-tundra-t3-tundra-arrival-s101033	C	t3-tundra-arrival	spirit	heavy	node-t3-tundra-01	101033	primary	1200000
