id	tier	slot	biome	masteryGate	bossGate	predecessor	authoredStats	upgradeReadbacks
core-catalyst	4	core	volcanic	10			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"core.onhit-mult":1.15,"core.damage-dealt-pct":-0.15},"aps":0}]
relic-hastebound-dial	4	relic	volcanic	11			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"relic.mechanic-frequency":0.35,"relic.mechanic-potency":-0.25},"aps":0}]
graveyard-plague-axe	4	weapon	graveyard	1		cave-cataclysm-axe	{"attack":150}	[{"plus":0,"authoredStats":{"attack":150},"upgradeStats":{},"mechanics":{"weapon.dead-swing-interval":3,"weapon.dead-swing-vuln-pct":0.2,"weapon.dead-swing-vuln-ms":4000},"aps":1.1},{"plus":3,"authoredStats":{"attack":150},"upgradeStats":{"attack":90},"mechanics":{"weapon.dead-swing-interval":3,"weapon.dead-swing-vuln-pct":0.2,"weapon.dead-swing-vuln-ms":4000},"aps":1.1},{"plus":4,"authoredStats":{"attack":150},"upgradeStats":{"attack":120},"mechanics":{"weapon.dead-swing-interval":3,"weapon.dead-swing-vuln-pct":0.2,"weapon.dead-swing-vuln-ms":4000},"aps":1.1},{"plus":5,"authoredStats":{"attack":150},"upgradeStats":{"attack":150},"mechanics":{"weapon.dead-swing-interval":3,"weapon.dead-swing-vuln-pct":0.2,"weapon.dead-swing-vuln-ms":4000},"aps":1.1}]
graveyard-vest-t4	4	armor	graveyard	2		swamp-vest-t3	{"maxHp":150,"plating":16}	[{"plus":0,"authoredStats":{"maxHp":150,"plating":16},"upgradeStats":{},"mechanics":{"defense.dot-resistance":0.35,"defense.hit-to-dot-pct":0.08,"defense.debuff-resistance":0.25,"defense.hit-plating-per-stack":1,"defense.hit-plating-max-stacks":5,"defense.hit-plating-duration-ms":4000},"aps":0},{"plus":3,"authoredStats":{"maxHp":150,"plating":16},"upgradeStats":{"maxHp":108,"plating":18},"mechanics":{"defense.dot-resistance":0.35,"defense.hit-to-dot-pct":0.08,"defense.debuff-resistance":0.25,"defense.hit-plating-per-stack":1,"defense.hit-plating-max-stacks":5,"defense.hit-plating-duration-ms":4000},"aps":0},{"plus":4,"authoredStats":{"maxHp":150,"plating":16},"upgradeStats":{"maxHp":144,"plating":24},"mechanics":{"defense.dot-resistance":0.35,"defense.hit-to-dot-pct":0.08,"defense.debuff-resistance":0.25,"defense.hit-plating-per-stack":1,"defense.hit-plating-max-stacks":5,"defense.hit-plating-duration-ms":4000},"aps":0},{"plus":5,"authoredStats":{"maxHp":150,"plating":16},"upgradeStats":{"maxHp":180,"plating":30},"mechanics":{"defense.dot-resistance":0.35,"defense.hit-to-dot-pct":0.08,"defense.debuff-resistance":0.25,"defense.hit-plating-per-stack":1,"defense.hit-plating-max-stacks":5,"defense.hit-plating-duration-ms":4000},"aps":0}]
graveyard-vest-t4-debtward	4	armor	graveyard	2		swamp-vest-t3	{"maxHp":150,"plating":20}	[{"plus":0,"authoredStats":{"maxHp":150,"plating":20},"upgradeStats":{},"mechanics":{"defense.dot-resistance":0.4,"defense.hit-to-dot-pct":0.08,"defense.debt-cheat-death":1},"aps":0},{"plus":3,"authoredStats":{"maxHp":150,"plating":20},"upgradeStats":{"maxHp":108,"plating":12},"mechanics":{"defense.dot-resistance":0.4,"defense.hit-to-dot-pct":0.08,"defense.debt-cheat-death":1},"aps":0},{"plus":4,"authoredStats":{"maxHp":150,"plating":20},"upgradeStats":{"maxHp":144,"plating":16},"mechanics":{"defense.dot-resistance":0.4,"defense.hit-to-dot-pct":0.08,"defense.debt-cheat-death":1},"aps":0},{"plus":5,"authoredStats":{"maxHp":150,"plating":20},"upgradeStats":{"maxHp":180,"plating":20},"mechanics":{"defense.dot-resistance":0.4,"defense.hit-to-dot-pct":0.08,"defense.debt-cheat-death":1},"aps":0}]
graveyard-charm-t4	4	recovery	graveyard	3		swamp-charm-t3	{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.11,"defense.recovery-pulse-interval-ms":6000},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.2,"defense.recovery-pulse-interval-ms":6000},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.22999999999999998,"defense.recovery-pulse-interval-ms":6000},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.26,"defense.recovery-pulse-interval-ms":6000},"aps":0}]
graveyard-charm-t4-gravetide	4	recovery	graveyard	3		swamp-charm-t3	{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.04,"defense.recovery-pulse-interval-ms":8000,"defense.recovery-active-pct":0.04},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.07,"defense.recovery-pulse-interval-ms":8000,"defense.recovery-active-pct":0.07},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.08,"defense.recovery-pulse-interval-ms":8000,"defense.recovery-active-pct":0.08},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.recovery-pulse-pct":0.09,"defense.recovery-pulse-interval-ms":8000,"defense.recovery-active-pct":0.09},"aps":0}]
graveyard-boots-t4	4	mobility	graveyard	4			{"speed":30}	[{"plus":0,"authoredStats":{"speed":30},"upgradeStats":{},"mechanics":{"mobility.kill-stack-speed-pct":0.12,"mobility.kill-stack-tenacity-pct":0.12,"mobility.kill-stack-ms":4000},"aps":0},{"plus":3,"authoredStats":{"speed":30},"upgradeStats":{"speed":36},"mechanics":{"mobility.kill-stack-speed-pct":0.12,"mobility.kill-stack-tenacity-pct":0.12,"mobility.kill-stack-ms":4000},"aps":0},{"plus":4,"authoredStats":{"speed":30},"upgradeStats":{"speed":52},"mechanics":{"mobility.kill-stack-speed-pct":0.12,"mobility.kill-stack-tenacity-pct":0.12,"mobility.kill-stack-ms":4000},"aps":0},{"plus":5,"authoredStats":{"speed":30},"upgradeStats":{"speed":68},"mechanics":{"mobility.kill-stack-speed-pct":0.12,"mobility.kill-stack-tenacity-pct":0.12,"mobility.kill-stack-ms":4000},"aps":0}]
core-controller	4	core	graveyard	4			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"core.debuff-duration-mult":0.35,"core.debuff-potency-mult":0.25},"aps":0}]
relic-haunted-prism	4	relic	graveyard	6			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"relic.mechanic-frequency":-0.1,"relic.mechanic-potency":-0.1,"relic.mechanic-buff-effect":0.35,"relic.mechanic-debuff-effect":0.35},"aps":0}]
trench-abyssal-axe	4	weapon	trench	1		cave-cataclysm-axe	{"attack":120}	[{"plus":0,"authoredStats":{"attack":120},"upgradeStats":{},"mechanics":{"weapon.dead-swing-interval":4,"weapon.execute-threshold-pct":0.2,"weapon.execute-dmg-mult":2.5},"aps":1.15},{"plus":3,"authoredStats":{"attack":120},"upgradeStats":{"attack":72},"mechanics":{"weapon.dead-swing-interval":4,"weapon.execute-threshold-pct":0.2,"weapon.execute-dmg-mult":2.5},"aps":1.15},{"plus":4,"authoredStats":{"attack":120},"upgradeStats":{"attack":96},"mechanics":{"weapon.dead-swing-interval":4,"weapon.execute-threshold-pct":0.2,"weapon.execute-dmg-mult":2.5},"aps":1.15},{"plus":5,"authoredStats":{"attack":120},"upgradeStats":{"attack":120},"mechanics":{"weapon.dead-swing-interval":4,"weapon.execute-threshold-pct":0.2,"weapon.execute-dmg-mult":2.5},"aps":1.15}]
trench-vest-t4	4	armor	trench	2		cave-vest-t3	{"maxHp":90,"plating":24,"damageReduction":0.22}	[{"plus":0,"authoredStats":{"maxHp":90,"plating":24,"damageReduction":0.22},"upgradeStats":{},"mechanics":{"defense.sustained-fight-dr-bonus":0.01,"defense.sustained-fight-dr-max":0.05,"defense.sustained-fight-ramptime-ms":10000},"aps":0},{"plus":3,"authoredStats":{"maxHp":90,"plating":24,"damageReduction":0.22},"upgradeStats":{"maxHp":66,"plating":18,"damageReduction":0.06},"mechanics":{"defense.sustained-fight-dr-bonus":0.01,"defense.sustained-fight-dr-max":0.05,"defense.sustained-fight-ramptime-ms":10000},"aps":0},{"plus":4,"authoredStats":{"maxHp":90,"plating":24,"damageReduction":0.22},"upgradeStats":{"maxHp":88,"plating":24,"damageReduction":0.08},"mechanics":{"defense.sustained-fight-dr-bonus":0.01,"defense.sustained-fight-dr-max":0.05,"defense.sustained-fight-ramptime-ms":10000},"aps":0},{"plus":5,"authoredStats":{"maxHp":90,"plating":24,"damageReduction":0.22},"upgradeStats":{"maxHp":110,"plating":30,"damageReduction":0.1},"mechanics":{"defense.sustained-fight-dr-bonus":0.01,"defense.sustained-fight-dr-max":0.05,"defense.sustained-fight-ramptime-ms":10000},"aps":0}]
trench-charm-t4	4	recovery	trench	3			{"recovery":16}	[{"plus":0,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.absorb-pct":0.16,"defense.recovery-pulse-pct":0.1,"defense.recovery-pulse-interval-ms":8000},"aps":0},{"plus":3,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.absorb-pct":0.25,"defense.recovery-pulse-pct":0.16,"defense.recovery-pulse-interval-ms":8000},"aps":0},{"plus":4,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.absorb-pct":0.28,"defense.recovery-pulse-pct":0.18,"defense.recovery-pulse-interval-ms":8000},"aps":0},{"plus":5,"authoredStats":{"recovery":16},"upgradeStats":{},"mechanics":{"defense.absorb-pct":0.31,"defense.recovery-pulse-pct":0.2,"defense.recovery-pulse-interval-ms":8000},"aps":0}]
trench-boots-t4-stalkers	4	mobility	trench	4		cave-boots-t3	{"speed":52}	[{"plus":0,"authoredStats":{"speed":52},"upgradeStats":{},"mechanics":{"mobility.stealth-pct":0.72},"aps":0},{"plus":3,"authoredStats":{"speed":52},"upgradeStats":{"speed":18},"mechanics":{"mobility.stealth-pct":0.72},"aps":0},{"plus":4,"authoredStats":{"speed":52},"upgradeStats":{"speed":24},"mechanics":{"mobility.stealth-pct":0.72},"aps":0},{"plus":5,"authoredStats":{"speed":52},"upgradeStats":{"speed":30},"mechanics":{"mobility.stealth-pct":0.72},"aps":0}]
trench-boots-t4-treaders	4	mobility	trench	4			{"speed":48}	[{"plus":0,"authoredStats":{"speed":48},"upgradeStats":{},"mechanics":{"mobility.tenacity-pct":0.55},"aps":0},{"plus":3,"authoredStats":{"speed":48},"upgradeStats":{"speed":15},"mechanics":{"mobility.tenacity-pct":0.55},"aps":0},{"plus":4,"authoredStats":{"speed":48},"upgradeStats":{"speed":20},"mechanics":{"mobility.tenacity-pct":0.55},"aps":0},{"plus":5,"authoredStats":{"speed":48},"upgradeStats":{"speed":25},"mechanics":{"mobility.tenacity-pct":0.55},"aps":0}]
relic-virulent-hourglass	4	relic	trench	5			{}	[{"plus":0,"authoredStats":{},"upgradeStats":{},"mechanics":{"relic.mechanic-frequency":0.2,"relic.mechanic-potency":-0.2,"relic.mechanic-debuff-effect":0.25},"aps":0}]
